Exercici,Ingrés / Despesa,Servei / entitat,Nom servei / entitat,Subsector,Agrupació,"Agrupació
SP",Secció,Entitat CP Sector Públic,Entitat CP SEC,Entitat,Nom Entitat,Servei,Nom Servei,Capítol,Article,Concepte,Aplicació,Nom Aplicació,Àrea,Política,Programa,Nom Programa,Partida,Import sense consolidar
2010,D,MA01,Gabinet i SG de Medi Ambient i Habitatge,Generalitat,MA,MA,MA,X,X,1000,Generalitat,MA01,Gabinet i SG de Medi Ambient i Habitatge,2,22,220,2200002,"Premsa, revistes, llibres i altres publicacions",1,12,121,Direcció i administració generals,D/220000200/1210/0000,"2.291,63"
2010,D,EC01,Gabinet i SG d'Economia i Finances,Generalitat,EC,EC,EC,X,X,1000,Generalitat,EC01,Gabinet i SG d'Economia i Finances,2,22,220,2200002,"Premsa, revistes, llibres i altres publicacions",1,12,121,Direcció i administració generals,D/220000200/1210/0000,"88.144,49"
2010,D,PO01,Gabinet i SG de Política Territorial i Obres Públiques,Generalitat,PO,PO,PO,X,X,1000,Generalitat,PO01,Gabinet i SG de Política Territorial i Obres Públiques,2,22,221,2210001,Aigua i energia,1,12,121,Direcció i administració generals,D/221000100/1210/0000,"549.644,77"
2010,D,PR01,Gabinet i SG de la Presidència,Generalitat,PR,PR,PR,X,X,1000,Generalitat,PR01,Gabinet i SG de la Presidència,2,22,221,2210001,Aigua i energia,1,12,121,Direcció i administració generals,D/221000100/1210/0000,"22.032,00"
2010,D,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",Generalitat,IU,IU,IU,X,X,1000,Generalitat,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",2,22,221,2210001,Aigua i energia,1,12,121,Direcció i administració generals,D/221000100/1210/0000,"671.090,00"
2010,D,BE01,Gabinet i SG d'Acció Social i Ciutadania,Generalitat,BE,BE,BE,X,X,1000,Generalitat,BE01,Gabinet i SG d'Acció Social i Ciutadania,2,22,221,2210001,Aigua i energia,1,12,121,Direcció i administració generals,D/221000100/1210/0000,"1.100.010,00"
2010,D,TI01,Gabinet i SG de Treball,Generalitat,TI,TI,TI,X,X,1000,Generalitat,TI01,Gabinet i SG de Treball,2,22,221,2210001,Aigua i energia,1,12,121,Direcció i administració generals,D/221000100/1210/0000,"661.000,00"
2010,D,EC01,Gabinet i SG d'Economia i Finances,Generalitat,EC,EC,EC,X,X,1000,Generalitat,EC01,Gabinet i SG d'Economia i Finances,2,22,221,2210001,Aigua i energia,1,12,121,Direcció i administració generals,D/221000100/1210/0000,"1.247.766,12"
2010,D,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",Generalitat,IT,IT,IT,X,X,1000,Generalitat,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",2,22,221,2210001,Aigua i energia,1,12,121,Direcció i administració generals,D/221000100/1210/0000,"850.000,00"
2010,D,EN01,Gabinet i SG d'Educació,Generalitat,EN,EN,EN,X,X,1000,Generalitat,EN01,Gabinet i SG d'Educació,2,22,221,2210001,Aigua i energia,1,12,121,Direcció i administració generals,D/221000100/1210/0000,"825.000,00"
2010,D,GO01,Gabinet i SG de Governació i Administracions Públiques,Generalitat,GO,GO,GO,X,X,1000,Generalitat,GO01,Gabinet i SG de Governació i Administracions Públiques,2,22,221,2210001,Aigua i energia,1,12,121,Direcció i administració generals,D/221000100/1210/0000,"1.878.000,00"
2010,D,PR03,Secretaria General Adjunta,Generalitat,PR,PR,PR,X,X,1000,Generalitat,PR03,Secretaria General Adjunta,2,22,221,2210001,Aigua i energia,1,12,121,Direcció i administració generals,D/221000100/1210/0000,"911.087,36"
2010,D,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,Generalitat,CU,CU,CU,X,X,1000,Generalitat,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,2,22,221,2210001,Aigua i energia,1,12,121,Direcció i administració generals,D/221000100/1210/0000,"1.946.258,00"
2010,D,JU01,Gabinet i SG de Justícia,Generalitat,JU,JU,JU,X,X,1000,Generalitat,JU01,Gabinet i SG de Justícia,2,22,221,2210001,Aigua i energia,1,12,121,Direcció i administració generals,D/221000100/1210/0000,"658.871,90"
2010,D,VP01,Gabinet i SG de la Vicepresidència,Generalitat,VP,VP,VP,X,X,1000,Generalitat,VP01,Gabinet i SG de la Vicepresidència,2,22,221,2210001,Aigua i energia,1,12,121,Direcció i administració generals,D/221000100/1210/0000,"533.138,32"
2010,D,SA01,Gabinet i SG de Salut,Generalitat,SA,SA,SA,X,X,1000,Generalitat,SA01,Gabinet i SG de Salut,2,22,221,2210001,Aigua i energia,1,12,121,Direcció i administració generals,D/221000100/1210/0000,"1.090.034,69"
2010,D,MA01,Gabinet i SG de Medi Ambient i Habitatge,Generalitat,MA,MA,MA,X,X,1000,Generalitat,MA01,Gabinet i SG de Medi Ambient i Habitatge,2,22,221,2210001,Aigua i energia,1,12,121,Direcció i administració generals,D/221000100/1210/0000,"476.658,00"
2010,D,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",Generalitat,AG,AG,AG,X,X,1000,Generalitat,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",2,22,221,2210001,Aigua i energia,1,12,121,Direcció i administració generals,D/221000100/1210/0000,"860.332,31"
2010,D,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,Generalitat,CU,CU,CU,X,X,1000,Generalitat,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,2,22,221,2210003,Vestuari,1,12,121,Direcció i administració generals,D/221000300/1210/0000,"51.000,00"
2010,D,DD03,Despeses diversos departaments. Gestió Patrimonial. DG del Patrimoni,Generalitat,FN,FN,DD,X,X,1000,Generalitat,DD03,Despeses diversos departaments. Gestió Patrimonial. DG del Patrimoni,2,22,221,2210003,Vestuari,1,12,121,Direcció i administració generals,D/221000300/1210/0000,"104.000,00"
2010,D,PR03,Secretaria General Adjunta,Generalitat,PR,PR,PR,X,X,1000,Generalitat,PR03,Secretaria General Adjunta,2,22,221,2210003,Vestuari,1,12,121,Direcció i administració generals,D/221000300/1210/0000,"53.501,68"
2010,D,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",Generalitat,IU,IU,IU,X,X,1000,Generalitat,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",2,22,221,2210003,Vestuari,1,12,121,Direcció i administració generals,D/221000300/1210/0000,"41.090,00"
2010,D,EC01,Gabinet i SG d'Economia i Finances,Generalitat,EC,EC,EC,X,X,1000,Generalitat,EC01,Gabinet i SG d'Economia i Finances,2,22,221,2210003,Vestuari,1,12,121,Direcció i administració generals,D/221000300/1210/0000,"14.671,00"
2010,D,PO01,Gabinet i SG de Política Territorial i Obres Públiques,Generalitat,PO,PO,PO,X,X,1000,Generalitat,PO01,Gabinet i SG de Política Territorial i Obres Públiques,2,22,221,2210003,Vestuari,1,12,121,Direcció i administració generals,D/221000300/1210/0000,"146.503,62"
2010,D,BE01,Gabinet i SG d'Acció Social i Ciutadania,Generalitat,BE,BE,BE,X,X,1000,Generalitat,BE01,Gabinet i SG d'Acció Social i Ciutadania,2,22,221,2210003,Vestuari,1,12,121,Direcció i administració generals,D/221000300/1210/0000,"21.471,00"
2010,D,SA01,Gabinet i SG de Salut,Generalitat,SA,SA,SA,X,X,1000,Generalitat,SA01,Gabinet i SG de Salut,2,22,221,2210003,Vestuari,1,12,121,Direcció i administració generals,D/221000300/1210/0000,"37.000,00"
2010,D,GO01,Gabinet i SG de Governació i Administracions Públiques,Generalitat,GO,GO,GO,X,X,1000,Generalitat,GO01,Gabinet i SG de Governació i Administracions Públiques,2,22,221,2210003,Vestuari,1,12,121,Direcció i administració generals,D/221000300/1210/0000,"25.625,00"
2010,D,JU01,Gabinet i SG de Justícia,Generalitat,JU,JU,JU,X,X,1000,Generalitat,JU01,Gabinet i SG de Justícia,2,22,221,2210003,Vestuari,1,12,121,Direcció i administració generals,D/221000300/1210/0000,"41.825,00"
2010,D,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",Generalitat,AG,AG,AG,X,X,1000,Generalitat,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",2,22,221,2210003,Vestuari,1,12,121,Direcció i administració generals,D/221000300/1210/0000,"28.500,00"
2010,D,EN01,Gabinet i SG d'Educació,Generalitat,EN,EN,EN,X,X,1000,Generalitat,EN01,Gabinet i SG d'Educació,2,22,221,2210003,Vestuari,1,12,121,Direcció i administració generals,D/221000300/1210/0000,"36.490,00"
2010,D,TI01,Gabinet i SG de Treball,Generalitat,TI,TI,TI,X,X,1000,Generalitat,TI01,Gabinet i SG de Treball,2,22,221,2210003,Vestuari,1,12,121,Direcció i administració generals,D/221000300/1210/0000,"10.000,00"
2010,D,MA01,Gabinet i SG de Medi Ambient i Habitatge,Generalitat,MA,MA,MA,X,X,1000,Generalitat,MA01,Gabinet i SG de Medi Ambient i Habitatge,2,22,221,2210003,Vestuari,1,12,121,Direcció i administració generals,D/221000300/1210/0000,"141.000,00"
2010,D,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",Generalitat,IT,IT,IT,X,X,1000,Generalitat,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",2,22,221,2210003,Vestuari,1,12,121,Direcció i administració generals,D/221000300/1210/0000,"15.000,00"
2010,D,VP01,Gabinet i SG de la Vicepresidència,Generalitat,VP,VP,VP,X,X,1000,Generalitat,VP01,Gabinet i SG de la Vicepresidència,2,22,221,2210003,Vestuari,1,12,121,Direcció i administració generals,D/221000300/1210/0000,"19.936,12"
2010,D,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",Generalitat,IT,IT,IT,X,X,1000,Generalitat,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",2,22,221,2210089,Altres subministraments,1,12,121,Direcció i administració generals,D/221008900/1210/0000,"50.000,00"
2010,D,VP01,Gabinet i SG de la Vicepresidència,Generalitat,VP,VP,VP,X,X,1000,Generalitat,VP01,Gabinet i SG de la Vicepresidència,2,22,221,2210089,Altres subministraments,1,12,121,Direcció i administració generals,D/221008900/1210/0000,"87.834,34"
2010,D,MA01,Gabinet i SG de Medi Ambient i Habitatge,Generalitat,MA,MA,MA,X,X,1000,Generalitat,MA01,Gabinet i SG de Medi Ambient i Habitatge,2,22,221,2210089,Altres subministraments,1,12,121,Direcció i administració generals,D/221008900/1210/0000,"61.110,00"
2010,D,PR03,Secretaria General Adjunta,Generalitat,PR,PR,PR,X,X,1000,Generalitat,PR03,Secretaria General Adjunta,2,22,221,2210089,Altres subministraments,1,12,121,Direcció i administració generals,D/221008900/1210/0000,"196.480,00"
2010,D,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",Generalitat,IU,IU,IU,X,X,1000,Generalitat,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",2,22,221,2210089,Altres subministraments,1,12,121,Direcció i administració generals,D/221008900/1210/0000,"59.860,00"
2010,D,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",Generalitat,AG,AG,AG,X,X,1000,Generalitat,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",2,22,221,2210089,Altres subministraments,1,12,121,Direcció i administració generals,D/221008900/1210/0000,"104.500,00"
2010,D,SA01,Gabinet i SG de Salut,Generalitat,SA,SA,SA,X,X,1000,Generalitat,SA01,Gabinet i SG de Salut,2,22,221,2210089,Altres subministraments,1,12,121,Direcció i administració generals,D/221008900/1210/0000,"91.048,43"
2010,D,TI01,Gabinet i SG de Treball,Generalitat,TI,TI,TI,X,X,1000,Generalitat,TI01,Gabinet i SG de Treball,2,22,221,2210089,Altres subministraments,1,12,121,Direcció i administració generals,D/221008900/1210/0000,"614.806,12"
2010,D,GO01,Gabinet i SG de Governació i Administracions Públiques,Generalitat,GO,GO,GO,X,X,1000,Generalitat,GO01,Gabinet i SG de Governació i Administracions Públiques,2,22,221,2210089,Altres subministraments,1,12,121,Direcció i administració generals,D/221008900/1210/0000,"133.725,00"
2010,D,BE01,Gabinet i SG d'Acció Social i Ciutadania,Generalitat,BE,BE,BE,X,X,1000,Generalitat,BE01,Gabinet i SG d'Acció Social i Ciutadania,2,22,221,2210089,Altres subministraments,1,12,121,Direcció i administració generals,D/221008900/1210/0000,"101.636,00"
2010,D,MA07,Secretaria d’Habitatge,Generalitat,MA,MA,MA,X,X,1000,Generalitat,MA07,Secretaria d’Habitatge,2,22,221,2210089,Altres subministraments,1,12,121,Direcció i administració generals,D/221008900/1210/0000,"1.000,00"
2010,D,PO01,Gabinet i SG de Política Territorial i Obres Públiques,Generalitat,PO,PO,PO,X,X,1000,Generalitat,PO01,Gabinet i SG de Política Territorial i Obres Públiques,2,22,221,2210089,Altres subministraments,1,12,121,Direcció i administració generals,D/221008900/1210/0000,"109.456,73"
2010,D,JU01,Gabinet i SG de Justícia,Generalitat,JU,JU,JU,X,X,1000,Generalitat,JU01,Gabinet i SG de Justícia,2,22,221,2210089,Altres subministraments,1,12,121,Direcció i administració generals,D/221008900/1210/0000,"55.855,00"
2010,D,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,Generalitat,CU,CU,CU,X,X,1000,Generalitat,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,2,22,221,2210089,Altres subministraments,1,12,121,Direcció i administració generals,D/221008900/1210/0000,"621.289,58"
2010,D,EN01,Gabinet i SG d'Educació,Generalitat,EN,EN,EN,X,X,1000,Generalitat,EN01,Gabinet i SG d'Educació,2,22,221,2210089,Altres subministraments,1,12,121,Direcció i administració generals,D/221008900/1210/0000,"184.120,00"
2010,D,VP01,Gabinet i SG de la Vicepresidència,Generalitat,VP,VP,VP,X,X,1000,Generalitat,VP01,Gabinet i SG de la Vicepresidència,2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"222.700,23"
2010,D,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",Generalitat,IU,IU,IU,X,X,1000,Generalitat,IU01,"Gabinet i SG d'Innovació, Universitats i Empresa",2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"187.500,00"
2010,D,EN01,Gabinet i SG d'Educació,Generalitat,EN,EN,EN,X,X,1000,Generalitat,EN01,Gabinet i SG d'Educació,2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"534.780,00"
2010,D,PR03,Secretaria General Adjunta,Generalitat,PR,PR,PR,X,X,1000,Generalitat,PR03,Secretaria General Adjunta,2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"180.884,95"
2010,D,SA01,Gabinet i SG de Salut,Generalitat,SA,SA,SA,X,X,1000,Generalitat,SA01,Gabinet i SG de Salut,2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"296.000,00"
2010,D,EC01,Gabinet i SG d'Economia i Finances,Generalitat,EC,EC,EC,X,X,1000,Generalitat,EC01,Gabinet i SG d'Economia i Finances,2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"224.335,18"
2010,D,JU01,Gabinet i SG de Justícia,Generalitat,JU,JU,JU,X,X,1000,Generalitat,JU01,Gabinet i SG de Justícia,2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"280.000,00"
2010,D,PR01,Gabinet i SG de la Presidència,Generalitat,PR,PR,PR,X,X,1000,Generalitat,PR01,Gabinet i SG de la Presidència,2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"40.000,00"
2010,D,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,Generalitat,CU,CU,CU,X,X,1000,Generalitat,CU02,Gabinet i SG de Cultura i Mitjans de Comunicació,2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"250.000,00"
2010,D,MA01,Gabinet i SG de Medi Ambient i Habitatge,Generalitat,MA,MA,MA,X,X,1000,Generalitat,MA01,Gabinet i SG de Medi Ambient i Habitatge,2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"1.063.582,50"
2010,D,PO01,Gabinet i SG de Política Territorial i Obres Públiques,Generalitat,PO,PO,PO,X,X,1000,Generalitat,PO01,Gabinet i SG de Política Territorial i Obres Públiques,2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"779.287,49"
2010,D,MA07,Secretaria d’Habitatge,Generalitat,MA,MA,MA,X,X,1000,Generalitat,MA07,Secretaria d’Habitatge,2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"430.000,00"
2010,D,TI01,Gabinet i SG de Treball,Generalitat,TI,TI,TI,X,X,1000,Generalitat,TI01,Gabinet i SG de Treball,2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"300.000,00"
2010,D,GO01,Gabinet i SG de Governació i Administracions Públiques,Generalitat,GO,GO,GO,X,X,1000,Generalitat,GO01,Gabinet i SG de Governació i Administracions Públiques,2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"471.750,00"
2010,D,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",Generalitat,IT,IT,IT,X,X,1000,Generalitat,IT01,"Gabinet i SG d'Interior, Relacions Institucionals i Participació",2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"72.000,00"
2010,D,DD03,Despeses diversos departaments. Gestió Patrimonial. DG del Patrimoni,Generalitat,FN,FN,DD,X,X,1000,Generalitat,DD03,Despeses diversos departaments. Gestió Patrimonial. DG del Patrimoni,2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"48.000,00"
2010,D,BE01,Gabinet i SG d'Acció Social i Ciutadania,Generalitat,BE,BE,BE,X,X,1000,Generalitat,BE01,Gabinet i SG d'Acció Social i Ciutadania,2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"549.314,00"
2010,D,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",Generalitat,AG,AG,AG,X,X,1000,Generalitat,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",2,22,222,2220001,"Despeses postals, missatgeria i altres similars",1,12,121,Direcció i administració generals,D/222000100/1210/0000,"808.182,00"
2010,D,PO01,Gabinet i SG de Política Territorial i Obres Públiques,Generalitat,PO,PO,PO,X,X,1000,Generalitat,PO01,Gabinet i SG de Política Territorial i Obres Públiques,2,22,223,2230001,Transports,1,12,121,Direcció i administració generals,D/223000100/1210/0000,"170.033,55"
2010,D,PR01,Gabinet i SG de la Presidència,Generalitat,PR,PR,PR,X,X,1000,Generalitat,PR01,Gabinet i SG de la Presidència,2,22,223,2230001,Transports,1,12,121,Direcció i administració generals,D/223000100/1210/0000,"2.000,00"
2010,D,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",Generalitat,AG,AG,AG,X,X,1000,Generalitat,AG01,"Gabinet i SG d'Agricultura, Alimentació i Acció Rural",2,22,223,2230001,Transports,1,12,121,Direcció i administració generals,D/223000100/1210/0000,"60.000,00"
